Timestamp,PV_Power,EV_Power,Battery_Power,V_DC,EV_Voltage,EV_SoC,Demand_Response,V2G,Vg_RMS,Ig_RMS,Frequency,THD,Power_Factor,Active_Power,Reactive_Power
2025-03-23 11:45:44.135,1996.5620944729708,-3995.1626122202747,1.177219412005269,80.13101488512635,58.68488864516663,0.0046609810834736,On,On,154.72129023419834,8.989199021296667,50.007172680198074,3.0253633642643325,0.9853131252351897,1374.3907480906196,189.4442614538804
2025-03-23 11:45:44.247,2002.6685041056276,-3993.1064857653882,-1.2546443782856542,80.18223967944569,58.64902182426908,0.004660510337952027,On,On,155.3333240489256,9.009893412426777,49.99148611331414,3.0009104763412924,0.9904851491694369,1373.3886694866405,188.59916933288412
2025-03-23 11:45:44.345,2004.266783369707,-3995.778301113499,1.5039135135695911,80.13276363476055,58.647510885559434,0.004227277840094052,On,On,154.61937661860753,9.09928855507752,49.994155867730946,3.0397235313524664,0.9878962843810838,1400.4122580536985,198.28619255735035
2025-03-23 11:45:44.446,1996.066353863971,-4002.616417686836,-0.6091724530433784,80.24837304095072,58.687793403913716,0.0006937601925390291,On,On,154.73468339604136,9.072870740426902,50.00577888522147,2.982814880934465,0.988290694129857,1373.0515430548598,199.89902781407196
2025-03-23 11:45:44.544,1996.8623163848047,-3993.819282142428,0.2748948188791305,80.10902248282608,58.61387242561795,0.004005245081119399,On,On,155.06655900005367,8.951872250300038,49.99489807306166,2.973806647075123,0.9935445059325203,1400.799830700856,201.02007055553747
2025-03-23 11:45:44.646,2001.364771844533,-4009.6991152585742,-0.8937798330847877,80.23133439877606,58.68442865856412,0.009273602642079638,On,On,154.98648015326623,8.955459199848677,50.00086781741647,2.9707594724995636,0.9945492410919861,1397.8704693025186,205.63934517700523
2025-03-23 11:45:44.728,2000.873226156322,-3994.8191361249746,1.6954099845327497,80.22511373560268,58.672160525015784,0.008211368731923656,On,On,155.28085937654157,9.063594752528804,50.00590552421455,2.955894621896556,0.9874277197764556,1399.7295729424657,194.818121012422
2025-03-23 11:45:44.842,2001.1572433566735,-3995.114481523709,-0.9875851883675595,80.14162804288675,58.70949646692177,0.00823939912220382,On,On,154.61501540014774,8.96295251060229,49.99653953707718,3.0197851015032113,0.9891471151207757,1384.5534707566505,204.03745923313954
2025-03-23 11:45:44.937,1999.3298798997132,-4007.9064405447343,-1.074317436790254,80.13846924436083,58.62753897886464,0.005921743571166901,On,On,154.64808230484337,9.020187999798178,50.00860490107014,2.9770307306494224,0.9881571858812274,1362.4723953655923,204.7371532549126
2025-03-23 11:45:45.052,1998.6465238887001,-3996.630115214826,0.9026476771305783,80.14050937744138,58.655176717504524,0.0018609139180145507,On,On,155.02267613081392,8.92042726229123,50.00380688769871,3.0281601862718186,0.987351317356645,1374.863192117242,189.1787639067739
2025-03-23 11:45:45.148,2001.918065490498,-4002.9657433595617,1.0411396315474875,80.0914994855778,58.61035311315851,0.009632298905328853,On,On,154.59954812214053,9.04400655095831,49.99110943694706,2.989928881562272,0.9946696760258656,1384.2789187729456,193.6683180672116
