Timestamp,PV_Power,EV_Power,Battery_Power,V_DC,EV_Voltage,EV_SoC,Demand_Response,V2G,Vg_RMS,Ig_RMS,Frequency,THD,Power_Factor,Active_Power,Reactive_Power
2025-04-10 11:21:01.918,1998.0005411668296,-4006.261506888674,1.2673789475439605,80.17406154204119,58.64808397310464,0.003261858584085574,On,On,155.2502649037838,8.96734675233139,50.00104582022465,3.0432551556965013,0.9934093593830431,1397.9901843584162,196.1352681955782
2025-04-10 11:21:02.217,2003.123181246804,-4005.8798202263356,-1.029087047134825,80.14487917869795,58.68273320014088,0.006962166986237158,On,On,155.1659029126092,8.903388856872605,50.005961298864875,3.0037208977116214,0.9894393091314398,1390.6892164204842,199.268602458454
2025-04-10 11:21:02.511,2001.7146349155603,-4008.479895052913,1.3660818433317008,80.28446129962155,58.681047842144444,0.003110742920993578,On,On,154.88227926182174,8.999935282352748,49.997089806394406,2.978516894001717,0.9862736606902409,1367.1994565069488,193.47672812914706
2025-04-10 11:21:02.811,2001.2243905265368,-3992.480887251135,1.0520516981146084,80.13873273878096,58.70117697939931,0.00012792081375078478,On,On,154.8908298869251,8.915735653239194,49.99948437146028,2.9874757454121803,0.9936970989170407,1389.5469720601443,197.16106327076892
2025-04-10 11:21:03.111,1999.5117223407483,-4001.4067622722678,0.2261140455681998,80.2257024103239,58.674106033200644,0.002296859180210379,On,On,154.68194735473423,9.034298510378004,50.00289077563743,2.9748916492940767,0.9892035227701735,1372.0039418784152,193.86566037714508
2025-04-10 11:21:03.414,2003.1221057103185,-4000.737902831533,1.1843561602350383,80.1185307034832,58.64520712507725,0.00143881443207723,On,On,155.2329268280861,8.998523418666764,49.99181733779955,2.9649434044597625,0.9904624587470343,1396.5281209266018,186.90139879385936
2025-04-10 11:21:03.711,2004.2180453771018,-3991.3028905429096,-1.9674490511293325,80.17690130162774,58.68458180584771,0.00339083924549774,On,On,155.32366684937577,8.911055945925066,49.99416227730172,2.9578034071276575,0.9862379068985344,1392.3896147333048,196.5892553889487
2025-04-10 11:21:04.011,2004.5616538544866,-4006.939002813493,-1.1460827685941042,80.12526543201908,58.69277232104426,0.003041044950134412,On,On,155.18067228220764,9.053349888088105,49.99175612256253,2.9643958871432017,0.9878673234731499,1365.7748805416402,201.21118251376834
2025-04-10 11:21:04.311,1999.4774364162959,-4001.384364006372,-1.8025927877255552,80.09456341846727,58.689243702407715,0.009297486821101845,On,On,154.76675223405206,8.927908633850388,50.00451434578966,3.006926766391922,0.988323801178296,1388.0757071216517,191.78314234560816
2025-04-10 11:21:04.611,1995.1208993724663,-3997.9050455685206,-1.9943329549492663,80.27101556495985,58.64151391939674,0.005284220457636181,On,On,154.87835622276037,9.057321884548227,50.00734788160714,2.9940489572199183,0.9888819413400547,1372.6999811087705,201.65815217153633
2025-04-10 11:21:04.911,1997.6334618414824,-4005.5757304879703,0.7862556860001066,80.1467865423278,58.69926466135417,0.0055775014492710625,On,On,154.6668987599917,8.913973844540333,49.99590742039233,2.9787621799976636,0.9896967612408786,1397.9880404326905,199.00599298764172
2025-04-10 11:21:05.211,2003.7747136345138,-4007.8916633053877,-0.07354018779581883,80.16341608509713,58.6371517041073,0.009726580889775491,On,On,154.999408855484,9.089832596647602,50.009853964352644,3.047005252291351,0.9895206039706718,1370.2411142717729,203.92862213817216
2025-04-10 11:21:05.511,2001.3387073370775,-4008.057402399584,0.46888987723370246,80.26976483401783,58.69929532639697,0.003018747993205847,On,On,155.24616373118462,9.064425980187153,49.99023269143879,3.020062174229471,0.99085502030666,1392.8550405405754,191.51159839765631
2025-04-10 11:21:05.818,1996.005211349559,-3992.6402501371704,0.10811983302877781,80.26914193155655,58.62428206672362,0.008850965102387616,On,On,154.89939759458036,8.944102552315751,49.993122935413176,3.0073743559424786,0.9926066721117695,1364.6013098774565,192.3045359169034
2025-04-10 11:21:06.113,1995.2152416667495,-4002.7799045925203,-0.9728434608297496,80.27952756504983,58.621165741113444,0.009430655615673411,On,On,154.5198968483006,9.001511205691212,50.00256202081888,2.9919817482139828,0.9912081083476143,1370.5226921031763,188.67818228404292
2025-04-10 11:21:06.415,1997.7182039182,-4006.717447935798,1.2034722608111386,80.11334201676934,58.68149591319195,0.006730264212138665,On,On,155.13397143079507,8.925600378869417,50.00480692090315,2.9512386640938186,0.9927914066948585,1374.2057183667566,197.38156062811672
